patterns,tags
နာမည်အရင်းခေါ်ရတာအားရလို့,Gojo Joestar
တွေ့ကြတာပေါ့,Gojo Joestar
သွားသွားကသွားခေါ်ပြီးရှင်းခိုင်း,Gojo Joestar
ငါကသူ့ကောင်လေးလဲမဟုတ်ပဲဘာလို့ရှင်းရမှာ,Gojo Joestar
ဒါနိုင်ဂံတော်ကိုပုန်ကန်နေတာ,Gojo Joestar
တွေထဲရှိမှာပေါ့,Gojo Joestar
မပြောတော့လဲအင်ဂနောတယ်ဘာညာနဲ့လူတွေများဏော်,Gojo Joestar
ကနားငြီးလို့ပြောင်းတာ,Gojo Joestar
ဘူးအသေးတစ်ဘူးလောက်,Gojo Joestar
အေးအဲ့တာကြောင့်အဲ့ဘဲကိုငါဆန့်ကျင်နေတာ,Gojo Joestar
ဘုန်းကြီးဝတ်ရင်မသုံးနဲ့ကွာငရဲကြီးတယ်ကွဒီကပြောရတာ,Gojo Joestar
ဂျိုတာရိုသင်းမ်စတက်ပလေး,Gojo Joestar
အချိန်ရပ်မှာ,Gojo Joestar
ဆန်ပြုတ်,Gojo Joestar
မင်းငြိမ်ငြိမ်နေ,Gojo Joestar
ဒီဘဲဠိတွေစပြောပြီ,Gojo Joestar
ဒါလေးပို့မရ,Gojo Joestar
သွားမေးလေမေးလဲရတယ်,Gojo Joestar
လုံးဂတီးဒီစကားတော့မှန်တယ်ကွာ,Gojo Joestar
ကွာ,Gojo Joestar
အဲ့အင်မန်ဂျနေးရှင်းထဲကဘွိုင်းဖရန့်ကစာသွားလုပ်တဲ့ပြောတယ်,Gojo Joestar
ရှိတယ်လေသူပဲမပြောနဲဆို,Gojo Joestar
စော်ပြစ်ကောင်တွေကိုပေအကွာကဆက်ဆံမည်,Gojo Joestar
အားကျတာ,Gojo Joestar
သူငယ်ချင်းသာပြောတာအဲ့တစ်ယောက်နဲ့ကညီအမလို,Gojo Joestar
အီးဂဲကြေးစားသတ်သည်,Gojo Joestar
သိတယ်,Gojo Joestar
ဆိုခေါင်းပါပြန်ယူလာပေးပါတယ်,Gojo Joestar
အရပ်ရှည်အောင်တာပါကျန်းမာရေးအရ,Gojo Joestar
လွှမ်းမိုးသီချင်းပါကင်မ်,Gojo Joestar
မတတ်ဘူးဟလူသတ်လို့ပဲရတယ်,Gojo Joestar
မှာပို့ထားတယ်လေ,Gojo Joestar
ကိုသွားမှန်း,Gojo Joestar
အော်အော်မင့်သူငယ်ချင်းထဲကကိုပြောတာငါ့သူငယ်ချင်းထဲကကိုပြောတယ်ထင်လို့,Gojo Joestar
အိမ်မှာခွေးဟောင်နေလဲခွေးကိုရိုက်လို့ရတယ်,Gojo Joestar
နေပူကြီးထဲရွေထီးကြီးနဲ့,Gojo Joestar
ပြောတောတော့တဲ့,Gojo Joestar
လား,Gojo Joestar
ဘယ်တစ်ယောက်လဲ,Gojo Joestar
ဘန်ဒူးလဆိုတဲ့ကောင်ကဘောကိုဗုံးထိပြီးသေတာလေ,Gojo Joestar
လေ,Gojo Joestar
သူ့အသံထွက်ပဲလေအဲ့တာ,Gojo Joestar
မင့်ထက်အရပ်ရှည်တယ်,Gojo Joestar
ကျန်စစ်သားရဲ့မြေး,Gojo Joestar
ပျဉ်ပြားမင်း,Gojo Joestar
အေ့လေ,Gojo Joestar
မလိင်ပါဘူးယုံပါ,Gojo Joestar
ဘော့လိင်တာ,Gojo Joestar
မအိပ်ရင်ညသုံးနာရီကြီးအခန်းထောင့်ကနေပေါ်လာမှာနော်,Gojo Joestar
စာလုပ်နေရင်းလာရီတာပေါ့,Gojo Joestar
မဂေးပါဘူးကင်မ်အသိဆုံးပါ,Gojo Joestar
လိုက်တာလူတွေများဏော်,Gojo Joestar
ဘာတစ်လုံးထဲကိုအော်သံကြီးကြားမိသလို,Gojo Joestar
ရှင်,Gojo Joestar
လား,Gojo Joestar
အဲ့လိုဠီးဠီးလားလားတွေလုပ်လို့စော်ပြစ်သွားတာ,Gojo Joestar
ဂွတ်နိုက်,Gojo Joestar
မဂေးဘူးမီသိတယ်,Gojo Joestar
အသုံးဝင်ပုံ,Gojo Joestar
မမိုက်ရိုင်းပါနဲ့မိန်းကလေးပါ,Gojo Joestar
ရေသောက်လေ,Gojo Joestar
ဍ,Gojo Joestar
ချောကလက်စား,Gojo Joestar
မင့်ဖြေလား,Gojo Joestar
ပူတဲ့နှုတ်ခမ်းကိုချင်တာ,Gojo Joestar
သရက်သီးသုပ်,Gojo Joestar
လိုလုပ်မှာမီက,Gojo Joestar
ကိုလား,Gojo Joestar
ကပိုကောင်းတာ,Gojo Joestar
စော်ပြစ်သွား၍ကိုရင်ဝတ်သွားသောဇွဲမင်းခန့်,Gojo Joestar
စနစ်ဟောင်းပါဟ,Gojo Joestar
မင်းကမကြီးတော့ဘူး,Gojo Joestar
ဒီလိုပါပဲ,Gojo Joestar
တကယ်တော့ကွာကမ္ဘာကြီးဆိုတာအလုံးလဲမဟုတ်အပြာလဲမဟုတ်ကမ္ဘာကြီးကဒီကောင်,Gojo Joestar
နာမည်ကိုကတဲ့,Gojo Joestar
မဟော်နီပါ,Gojo Joestar
ယုန်ဘာ,Gojo Joestar
အသက်တွေကကြီးပြီကိုး,Gojo Joestar
အားကျတယ်ဗျာဂဲဖရန့်တွေဘာတွေနဲ့,Gojo Joestar
အေ့လေကခတောင်ဘာတွေဆိုလဲမသိ,Gojo Joestar
ယူဂေါ့နိုးဘိချ်စ်,Gojo Joestar
ဂတုံးလေးနဲ့အေးတာပေါ့,Gojo Joestar
အတိတ်တွေပြန်ဖော်လို့,Gojo Joestar
ဆိုတဲ့တစ်ယောက်ကပုံမြင်ဖူးသလိုပဲ,Gojo Joestar
ဟုတ်,Gojo Joestar
ယုတ်မာချင်တာ,Gojo Joestar
စော်မှမရှိတာ,Gojo Joestar
အရင်းရှင်ဆန်သောဘူလီပူကီ,Gojo Joestar
မီကွန်ကြောင်တော့မယ်ဘူလီပီကိုကိုဆန့်ကျင်ကြ,Gojo Joestar
အက်ဆီးဒန့်စာလုံးပေါင်းမေ့နေလို့,Gojo Joestar
ဝီးအာဂျပန်းနီးစုဂေါ်ဘူလင်,Gojo Joestar
နွားကြီး,Gojo Joestar
ပေးတဲ့ဆုနဲ့တန်ပြန်ပြည့်ပါဇေဏော်,Gojo Joestar
ဟိုလီကောင်းကိုကင်စားမှာ,Gojo Joestar
မီလား,Gojo Joestar
သမီးရေမယွနဲ့,Gojo Joestar
ရတယ်ဒါပေမဲ့မကျွေဘူးမင့်ကို,Gojo Joestar
ကင်မ်ကလေး,Gojo Joestar
ကောင်မလေးသာဒီမှာရှိရင်ဘဝကြီးသွားပြီ,Gojo Joestar
သူမသုံးဘူးဟိဟိ,Gojo Joestar
အမှန်ပဲဓာတ်ပုံရိုက်ရင်လှတဲ့အချိန်ရှား,Gojo Joestar
လက်မရှိသောအတန်ရှည်ပဲရှိတယ်ညီကို,Gojo Joestar
အဲ့အကြောင်းမပြောဘူးဒီနေရာမှာ,Gojo Joestar
ယဉ်ကျေးကြည့်တာ,Gojo Joestar
မစောင့်နဲ့တော့,Gojo Joestar
ပိတ်ပြီးစာပြန်လုပ်ပြီ,Gojo Joestar
ရေစာကူလုပ်ပါဉီး,Gojo Joestar
စာတွေများလို့,Gojo Joestar
မင်းကိစ္စလေသား,Gojo Joestar
နဲ့တိုင်ပြောမယ်,Gojo Joestar
ငါတို့မိန်းမ,Gojo Joestar
မမကိုချစ်ပါတယ်မမကိုအားကိုးပါတယ်နေ့ကြီးရက်ကြီးနဲ့ရုံးပိတ်ရက်မှာဆိုမမနဲ့သွားချင်ပါတယ်,Gojo Joestar
ဆိုတဲ့ကောင်ဠီးပဲထင်,Gojo Joestar
ကြေကွဲဗဗ,Gojo Joestar
ခဏခဏမှာသွားရှာလဲမမှတ်မိ,Gojo Joestar
အာကုစုဂေးပါပြီ,Gojo Joestar
ကြည့်နေတယ်မပြောသေးဘူး,Gojo Joestar
အော်,Gojo Joestar
ပျင်းလိုက်တာ,Gojo Joestar
မသိဘူး,Gojo Joestar
အေ့,Gojo Joestar
မကတတ်ဘူးက,Gojo Joestar
ရေသောက်တာပိုကောင်းတယ်,Gojo Joestar
နွားဘာ,Gojo Joestar
ကမြင်း,Gojo Joestar
ဂျာကီးဘူလီနေတယ်,Gojo Joestar
ဟင့်အင်း,Gojo Joestar
မဟပါနဲ့,Gojo Joestar
ငါတို့အခိုက်အတန့်,Gojo Joestar
ရှင်,Gojo Joestar
မမေးဘူးဗျ,Gojo Joestar
ကျနော်ကရှိတယ်လေမတူဘူး,Gojo Joestar
အော်,Gojo Joestar
စားပြီးပြီလားကရိုးတယ်လေသား,Gojo Joestar
မဟုတ်ပါဘူး,Gojo Joestar
ကြိုက်တာကတော့ကိုပဲကြိုက်တယ်,Gojo Joestar
ရွာထိပ်မှာကြ,Gojo Joestar
သေမှာသမီး,Gojo Joestar
တစ်ယောက်ပဲလား,Gojo Joestar
မင့်ဖင်ကိုရိုက်မှာ,Gojo Joestar
ညှစ်လို့မရသေးဘူး,Gojo Joestar
ဠီးချောထိုးမိမှ,Gojo Joestar
လာမလားဂတုံးကိုရိုက်ရမလား,Gojo Joestar
ဂေးရင်လဲမိန်းကလေးအဖြစ်အပြီးပြောင်းပြီးကိုကြံလို့ရသေးတယ်,Gojo Joestar
အမုန်ပဲအမရေ,Gojo Joestar
ဝက်ခြံလေးပေါက်တာပါဟဠီး,Gojo Joestar
စောက်မျိုတွေရှုပ်နေတာပဲ,Gojo Joestar
ဖျောက်ဖတ်မိတာလန့်သွားတာပဲ,Gojo Joestar
အဲ့ကားမဆိုးဘူး,Gojo Joestar
ဟင့်အင်းဆိုတဲ့ကောင်ဖက်ကာပဲ,Gojo Joestar
အမှန်ပဲ,Gojo Joestar
ဟာ,Gojo Joestar
စရာပဲ,Gojo Joestar
လေ,Gojo Joestar
တူတူပဲ,Gojo Joestar
နေ့ခင်းကြရင်မီလဲလာဆိုမလို့,Gojo Joestar
ထဲကို,Gojo Joestar
ဠီးစော်ကားနေတာ,Gojo Joestar
ငါ့နဲ့လာတူတဲ့ကောင်မှာရှိနေတယ်ဖြစ်သင့်လားကွာတောက်စ့်,Gojo Joestar
ရှာကြည့်မှာ,Gojo Joestar
နဲ့,Gojo Joestar
ကမဖမ်းသေးဘူးလားအဲ့ဘဲကို,Gojo Joestar
ဟဟျောင့်မင့်တို့ကအဲ့လိုမနိုမ်ကြနဲ့လေ,Gojo Joestar
ထိတာနဲ့နာတယ်ဟဠီး,Gojo Joestar
မှာဝက်ခြံလာပေါက်နေတယ်,Gojo Joestar
ဟွာလေဟိုလိုပေါ့,Gojo Joestar
ကျဂေးပြီးသားကို,Gojo Joestar
ဘဲမရှိဘူးမမက,Gojo Joestar
ဂိုဂျိုကိုမြင်ဖူးတယ်မှတ်လားဂိုဂျိုကိုထည့်မက်လိုက်အဲ့တာဆို,Gojo Joestar
ဘကြီးတော်ကိုကျင့်မှာ,Gojo Joestar
မေ့နေတာ,Gojo Joestar
ငယ်ငယ်ထဲကအသုံးပြုသူ,Gojo Joestar
ပြောင်ကြောင်,Gojo Joestar
ဘာကျိလဲအချိန်ရတယ်ကဘယ်နှစ်နာရီချိတ်မှာလဲကိုထည့်ရတာလား,Gojo Joestar
လာခဲ့နောက်မှပြမယ်,Gojo Joestar
တုန်း,Gojo Joestar
ယုန်လေးပြေးနေတဲ့ဟာငါဠိုးမယုန်ချက်စားပြစ်မယ်,Gojo Joestar
ချိတ်မရပါဘူးဆိုချချဆိုတော့,Gojo Joestar
ထဲမှာပေါ်တာကတဲ့,Gojo Joestar
မှာကောင်မလေးတစ်ယောက်စာလာပို့တာဘာလဲဖတ်မလို့ကိုချိတ်မရ,Gojo Joestar
ငါ့အခွက်ပါလို့လား,Gojo Joestar
ငါ့ကိုယ်ပိုင်ရှိတယ်ကွ,Gojo Joestar
ဟ,Gojo Joestar
ငါဠို့မအော်ရီဒူးဠီးပဲ,Gojo Joestar
မရှိဘူးလစ်ပြီ,Gojo Joestar
ဠီးကအာမေဋိတ်အသံပါ,Gojo Joestar
ဠီးချိတ်မရ,Gojo Joestar
ဇွဲမင်းခန့်ကိုရိုက်ချင်သူများ,Gojo Joestar
မင့်သားဟိုလီကောင်းကိုမင့်ထိန်းငါတို့ကင်မ်ကိုထိန်းမယ်,Gojo Joestar
ဟိုအဆင်ပြေရဲ့လားကနဲ့ဒီတိုင်းလုပ်ထားတာမို့,Gojo Joestar
ကားဆန်လို့အသံထွက်ရတာလားကားလဆွန်လို့အသံထွက်တယ်ထင်တာ,Gojo Joestar
ကျေးဇူးပါမိတ်ဆွေ,Gojo Joestar
မကောင်းပါဘူး,Gojo Joestar
ဉီးဇင်းမုန့်ဖိုးစွန့်ပါဉီး,Gojo Joestar
မှာမရှိဘူး,Gojo Joestar
ဘယ်လိုသင်မှာ,Gojo Joestar
ရွှေမိုးသည်းဝတ္ထု,Gojo Joestar
မင်းရယ်အာကာစုရယ်သီဟကျောစုရယ်လေဇာတ်လမ်းတူကြောင်းပြောနေရင်းတွေ့တာ,Gojo Joestar
ပြတ်သွားပြီဆို,Gojo Joestar
လွန်ခဲ့တဲ့နှစ်ကမမလား,Gojo Joestar
ဘာဂျာမဲ့ဉီးဇင်း,Gojo Joestar
ဉဇင်းလစ်,Gojo Joestar
ရှစ်နာရီတောင်မကဘူးဒီမှာပျက်တာ,Gojo Joestar
ဠိကို,Gojo Joestar
ဘာဖြစ်လဲ,Gojo Joestar
အေ့ကြည့်မယ်လေမနက်ဖြန်ညနေ,Gojo Joestar
ဒို့ညီကိုတွေဒီလိုနေ,Gojo Joestar
အီးဗနင်း,Gojo Joestar
အမုန်ပဲညီမရေ,Gojo Joestar
အဲ့ကနေသူလဲစဂေးတာပဲ,Gojo Joestar
သူ့ကောင်မလေးကခြံခုန်သွားတာကွသွားမတိုက်ခိုက်နဲ့,Gojo Joestar
နိုး,Gojo Joestar
အကျွန်ုပ်အဆင်သင့်ပေ,Gojo Joestar
ကြီးကဗမာလိုပြောရတာဝီးမန်းဆန်နေတယ်,Gojo Joestar
လူလိင်,Gojo Joestar
သုမေဆဘကိုမိန်းကလေး,Gojo Joestar
ငါဠိအခုမှပြန်ဖတ်မိတယ်ငါကတဲ့,Gojo Joestar
ရိုင်းလိုက်တာဘုတ်ဒဘာဂျာမဟုတ်ဘူးလားနိ,Gojo Joestar
၁၀၀ပေးမယ်,Gojo Joestar
တွေများနော်နှစ်ရက်လေးလိုင်းမတက်တာဖြုတ်သွားတယ်ကျေးဇူးပါ,Gojo Joestar
ဒီဉီးဇင်းငစား,Gojo Joestar
လက်ခုပ်တီး,Gojo Joestar
လက်ခုပ်တီးည,Gojo Joestar
ဖန်ဆင်းလို့ရတောင်ငြင်းခံရမှာ,Gojo Joestar
မင်းကတော့မစခံရလဲတစ်ပတ်နဲ့ပြစ်ခံရမှာ,Gojo Joestar
လေဒိုင်နိုဆောက,Gojo Joestar
လာလဲမနောက်တော့ဘူးနောက်လဲမလာတော့ဘူး,Gojo Joestar
တိုက်ခိုက်ချင်စရာ,Gojo Joestar
ကောင်မလေးကဖျားနေလို့ရှယ်ရစ်တာခံရပြီးပြန်မဆဲရဲတာနဲ့ကိုပတ်တိုက်ခိုက်နာ,Gojo Joestar
မနေ့ကတော့အဲ့လိုပေါ့ဒီနေ့ကတော့တိုက်ခိုက်ချင်လို့တိုက်ခိုက်တာ,Gojo Joestar
မဂေးပါနဲ့ကင်မ်,Gojo Joestar
ဠီးယာတို,Gojo Joestar
ပြစ်ခံရလဲမဆန်းတော့ဘူးတောင်ရွေးပြီးပြီ,Gojo Joestar
နိုးထဲကကောင်မလေးတွေကိုချိန်ထားတာကြိုပြီး,Gojo Joestar
တူးဆိုရာကျတယ်ဝမ်းပဲ,Gojo Joestar
ပေနဲ့လက်မမှား,Gojo Joestar
ကျနော်ရဲ့ငါးလက်မ၇ကြိုလေးစားလေ,Gojo Joestar
မရှည်နဲ့စာထဲမှာပါသလိုကြည့်,Gojo Joestar
လား,Gojo Joestar
ဟိုးခေတ်ကလူတွေများစောက်ဆန်းကြီးတာဗျ,Gojo Joestar
သုဝနသာမရဲ့နဲ့မားမားဟာသုဝဏ္ဏသာမကိုမမွေးခင်မှာကလေးမွေးဖို့ချက်တော်ကိုလက်တော်နဲ့သုံးပတ်ရစ်သတဲ့,Gojo Joestar
ဒါကွ,Gojo Joestar
ဉပမာပဲကြည့်စလာတုန်းကဂဲဖရန့်နဲ့ပြီးတော့ကျစော်ပြစ်ခံရရော,Gojo Joestar
တကယ်တော့အနိစ္စမမြဲခြင်းဆိုတာအရာရာတိုင်းမှာရှိတယ်ဒကာကြီးတို့ရဲ့,Gojo Joestar
ငပကနဲ့ပန်း,Gojo Joestar
ငါဠို့မဗဗကြောင့်တနေ့တနေ့အမှောင်ထဲမှာထိုင်နေရ,Gojo Joestar
ဗဗကျေးဇူးတွေမမေ့ပါနဲ့ဏော်,Gojo Joestar
ပြာချပြစ်မှာသေရင်,Gojo Joestar
နာရူတိုဖန်တောသား,Gojo Joestar
ခံရတော့မှာအနံ့ရနေတယ်ဒီမှာ,Gojo Joestar
ငရဲကျမဲ့ကောင်ကရာရာစစ,Gojo Joestar
ဇွဲမင်းခန့်ဆိုတာမင်းလား,Gojo Joestar
နိုး,Gojo Joestar
ရတော့ရတယ်ဖတ်မကြည့်ပဲလွင့်ပစ်တာများ,Gojo Joestar
သွားလုပ်အဲ့တာဆို,Gojo Joestar
ကိုအရင်ကမလုပ်တတ်ဘူးဆိုပြီးခဲ့တာအခုတော့ရှယ်ကနေတာ,Gojo Joestar
အိုင်ပတ်နဲ့,Gojo Joestar
သားဆိုတဲ့ကောင်ကိုလုပ်မှာ,Gojo Joestar
ယေးး,Gojo Joestar
ဘူပြောလဲ,Gojo Joestar
အေးဟိုမှာလဲမင်းအဲ့လိုပြောပြီးသေသွားတာပဲ,Gojo Joestar
ဒီကလူတွေအကုန်ပေးတယ်လို့ပြောတာလေအဲ့မှာက,Gojo Joestar
လေ,Gojo Joestar
လော်လော်ကလေးတွေမသိသင့်ပါဘူး,Gojo Joestar
ဘာတွေလဲ,Gojo Joestar
လေးတန်းတုန်းကမြန်မာစာမှာပါတယ်,Gojo Joestar
စိန်ဗေဒါထင်တာပဲ,Gojo Joestar
ခွေးကြီးလား,Gojo Joestar
မင်းဖြည့်ပေးလေ,Gojo Joestar
မင်းပဲငိုလေစော်ပြစ်ကောင်ရဲ့,Gojo Joestar
ပစ်ထားတာမဟုတ်ဘူးမှမရှိတာကလဲ,Gojo Joestar
ငါးမလို,Gojo Joestar
အေးး,Gojo Joestar
ထဲလာပြီးမင်းမေးလားဆိုတော့,Gojo Joestar
ိုး,Gojo Joestar
စိဖုစား,Gojo Joestar
မင်းအောင်လှိုင်ကိုအပ်နဲ့တစ်ပေါက်ချင်းထိုးပြီးအောက်ကမီးမပြင်းတပြင်းနဲ့အစာအငတ်ထားပြီးသတ်ချင်တာ,Gojo Joestar
ရက်စက်မှာ,Gojo Joestar
ကိုယ့်ဘာသာကိုယ်ပြန်ရိုက်ချင်သွား,Gojo Joestar
တဂဲ့ကောင်,Gojo Joestar
ဘယ်လိုဖော့,Gojo Joestar
အဲ့လိုပါပဲ,Gojo Joestar
ဘာလား,Gojo Joestar
အော်,Gojo Joestar
ဘူလီစတစ်ကာ,Gojo Joestar
တော်တော့,Gojo Joestar
နိုးမင်ဂလာမီးပျက်,Gojo Joestar
ဘာတွေပြော,Gojo Joestar
ဟင်,Gojo Joestar
သူမမွေးခင်ဆိုတော့,Gojo Joestar
ကကြီးကို,Gojo Joestar
ဟို,Gojo Joestar
အာယူအပရိုချင်းမီအင်စတက်အော့ဖ်ရမ်းနင်းအဝေး,Gojo Joestar
အီဗင်းရောဂရန်းပါးဂျိုဆစ်ဖ်နိုးမိုင်စတန်းဒိုအန်ဖရစ်ကင်းဒိုင်း,Gojo Joestar
ယူအာနိတ်စ်ဂျိုတာရို,Gojo Joestar
စကားတွေပြော,Gojo Joestar
စော်မှမရှိတာ,Gojo Joestar
တူတူပဲကိုဒီမအေ,Gojo Joestar
အဲ့ဘဲကိုအသက်ကြီးတယ်ထင်တာ,Gojo Joestar
မြန်မာလိုဂဏန်းရေးတာတွေပြန်ကြည့်ရတော့မယ်နဲ့မှားဖတ်မိ,Gojo Joestar
ဒိုင်းရက်မကြိုက်နဲ့သွားကြိုက်,Gojo Joestar
မေးလိုက်တယ်,Gojo Joestar
အမုန်ပဲအမရေ,Gojo Joestar
အမုန်,Gojo Joestar
မီလိမ်မာပြီးသား,Gojo Joestar
ချောကလက်ပဲနို့ရှိတယ်သောက်မလား,Gojo Joestar
ဒါပေါ့,Gojo Joestar
ကင်မ်ရဲ့တွေကနဲ့နောက်တစ်ယောက်ဘယ်သူလဲမသိဘူး,Gojo Joestar
မီကရဲ့ကိုယူလိုက်တာလုပ်သလိုကျန်နှစ်ကောင်လဲအဲ့လိုပဲကဖြစ်သွားပြီဖြစ်လာတာပဲ,Gojo Joestar
ငပက,Gojo Joestar
ကတော်တော်ရှုပ်တယ်,Gojo Joestar
ကရဲ့ကိုယူလိုက်တာ,Gojo Joestar
ကလုပ်သလို,Gojo Joestar
ကပြီးအမဖြစ်သွားတာ,Gojo Joestar
အားနာလာပြီကိုတောင်,Gojo Joestar
စော်ငြင်းကောင်တွေကြားထဲကိုယ်တစ်ယောက်ထဲနဲ့,Gojo Joestar
နွားနို့သောက်,Gojo Joestar
ကတော့သိပ်မမိုက်ဘူးကတော်တော်မိုက်တယ်,Gojo Joestar
မင်းကရဲ့ကိုယူပြီးမွေးတာ,Gojo Joestar
ဟု,Gojo Joestar
ဂိလူငယ်တွေဒီလိုနေ,Gojo Joestar
ဟုတ်,Gojo Joestar
မေးလို့လား,Gojo Joestar
ဠီးပဲဟေးညကတည်းကမီးပျက်နေတာအခုထိပဲနာရီကနေနာရီအထိကျကိုယ့်လမ်းပဲမီးပျက်တယ်နာရီကနေအခုထိတစ်ရပ်ကွပ်လုံးပျက်လို့ပျက်တယ်ဠီးပေါ့,Gojo Joestar
အခုလဲပိန်ပိန်လေးပဲကိုအဲ့ထက်ဒိုင်းရက်ရင်လဲလောက်ပဲရှိတော့မယ်,Gojo Joestar
ထဲသွားမှာ,Gojo Joestar
ကင်မ်,Gojo Joestar
သီချင်းဆိုပြမယ့,Gojo Joestar
ရဲ့သွေးတွေယူလုပ်လေ,Gojo Joestar
ဘာမှမလိုဘူး,Gojo Joestar
သူတို့မမှတ်မိပေ,Gojo Joestar
ဠီးပဲထင်မင်းကို,Gojo Joestar
အဒေါ်တင်ကိုစားတာအဲ့ဘဲက,Gojo Joestar
ယုတ်မာချင်တာ,Gojo Joestar
ဂဲဖရန့်လိုနေတာအဲ့ကောင်,Gojo Joestar
တော်တော်ပြီးယဉ်ကျေးနေတယ်ပြန်ဖျက်မှ,Gojo Joestar
ရာရာစစကွာဒီလိုကန်လိုက်ရ,Gojo Joestar
တဲ့နော်,Gojo Joestar
သူတို့မပေးလဲမီပေးမယ်ကင်,Gojo Joestar
မီနီမန့်ဆိုတာအရမ်းရိုင်းမှလေဠီးအာမေဋိတ်တို့အန်းဂွီးလို့ဆဲတာရတယ်,Gojo Joestar
မီရောပဲ,Gojo Joestar
လအစားဠသုံးတယ်လေသား,Gojo Joestar
မှာတောင်မဘန်းဘူး,Gojo Joestar
နိုး,Gojo Joestar
မင့်သေနတ်နဲ့ကိုဒီလိုထိုးမှာနဲ့,Gojo Joestar
လစ်,Gojo Joestar
ကန်ရဲတာပေါ့,Gojo Joestar
ကျောင်းမှာငါးယောက်တစ်ယောက်ချတာငါကွ,Gojo Joestar
ငါကငါးယောက်ဖက်က,Gojo Joestar
မင့်လိုများမှတ်နေလား,Gojo Joestar
မမိုက်ရိုင်းပါနဲ့နော်မိန်းကလေးပါ,Gojo Joestar
ငါးမလို,Gojo Joestar
ဒီမှာဆဲလို့မရလို့ကမှာတောင်သွားဆဲနာလောင်ပြီး,Gojo Joestar
မနက်မှချမယ်မင့်ကို,Gojo Joestar
သကြန်မရှိတာနဲ့မသောက်ဖြစ်ဘူးငါတော့,Gojo Joestar
ချစ်လို့ဆဲတာ,Gojo Joestar
လိုတယ်မဟုတ်ဘူးလား,Gojo Joestar
အိုင်စိး,Gojo Joestar
လား,Gojo Joestar
လေးနဲ့နေလေသား,Gojo Joestar
အေ့,Gojo Joestar
ကောင်လေးစကားပြောတာမရိုင်းနဲ့မင့်အသက်ထက်ဆယ်ဆကြီးတယ်ကွရှမ်းကြီး,Gojo Joestar
ဘနားနားကော်ပတာ,Gojo Joestar
ဉကိုခြင်ကိုက်ကြီးအဖုပေါက်မှဝင်းနုမရပဲဖြစ်နေမယ်,Gojo Joestar
ငါးမလိုယာတို,Gojo Joestar
အဲ့ဘဲတန်းလေ,Gojo Joestar
ငါကသူ့ထက်ကြီးတယ်,Gojo Joestar
ငိငိ,Gojo Joestar
ယိုးသားကျိုစားဆိုတဲ့အပိုဒ်ကလိမ်နေတာ,Gojo Joestar
ဟုတ်ကဲ့ရှင့်,Gojo Joestar
ငါ့အသံရော,Gojo Joestar
ပြောတာအသံတဲ့သုမေကြီးတော်,Gojo Joestar
မလာပါဘူး,Gojo Joestar
မှာပြော,Gojo Joestar
ဟုတ်လောက်တယ်,Gojo Joestar
အေ့,Gojo Joestar
ကျနော်ထဲကနဲ့တူတာကိုပြောတာ,Gojo Joestar
မဆဲဘူးလို့ဟ,Gojo Joestar
အသက်ကမပြည့်သေး,Gojo Joestar
မေ့သွားတယ်အဲ့တာ,Gojo Joestar
အိပန်ဆယ်လိုလိုမျိုတော်လှန်တယ်ဘာညာဆိုပြီးနံနံဂျားပြေးရင်ကောင်းမလား,Gojo Joestar
ဒီကြားထဲငါးမလိုကြောင့်ဘာသတင်းမှကြည့်မရ,Gojo Joestar
ဘယ်ကောင်ငါ့လေးကိုဘူလီ,Gojo Joestar
ဓာတ်ပုံရိုက်ဖို့သုံးတာငါကျ,Gojo Joestar
ဒီစာမြင်ရင်ဠီးပဲတဲ့နီကိုးက,Gojo Joestar
ဇွဲရယ်တူတဲ့လူကိုတောင်ရက်စက်,Gojo Joestar
အာကာစုရေ,Gojo Joestar
မှာဘာထည့်ရမလဲသားတို့,Gojo Joestar
ငါတောင်မသောက်ရဘူး,Gojo Joestar
အေ့လေအဲ့ဘဲပေါတောတောနဲ့,Gojo Joestar
သာဓုပါကလေးမ,Gojo Joestar
ဠီးပဲဟေးငါးမလိုမီးကတနေကုန်ပျက်နေတယ်ညကောမနက်ကောနေ့တိုင်းပဲ,Gojo Joestar
ဒေါသတွေအလိပ်လိုက်ထွက်လို့လူပါသတ်ချင်,Gojo Joestar
ငါးမလိုတိုင်းပြည်,Gojo Joestar
ဒီကြားထဲပတ်လုံးမီးဖျက်မယ်ဆိုတော့ဠီးပဲပေါ့,Gojo Joestar
ငါဠို့မလေ,Gojo Joestar
မဟုတ်ပါဘူး,Gojo Joestar
ကျနော်ပဲမှားတာ,Gojo Joestar
ကြမယ်,Gojo Joestar
ဒီငါးမလို,Gojo Joestar
မဖဲ့ဘူးဖက်ချင်တာ,Gojo Joestar
အေ့အဲ့တာဆိုဠပဲ,Gojo Joestar
မရိုင်းနဲ့,Gojo Joestar
ပြောသမျှမှာဒါဉာဏ်အရှိဆုံးစကား,Gojo Joestar
မမေ့နိုင်ဘူး,Gojo Joestar
ခင်ဘယ်ရောက်သွား,Gojo Joestar
သမီးကအဖေထက်ပိုကြီးနေတယ်,Gojo Joestar
မင်းဘယ်သူလဲ,Gojo Joestar
ဒရော့ဆမ်းမန်းနီး,Gojo Joestar
ဆစ်ပတ်ကြောင့်သွားတာထင်တယ်,Gojo Joestar
ဗလရှိရင်ယူတော့,Gojo Joestar
